utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 5658, 2992, 3139, 2922, 3173, 3, 5]","[2, 5851, 123, 123, 123, 123, 3, 192, 3816, 3117, 4009, 3173, 3457, 3, 5]","[2, 5470, 6049, 3, 7026, 6618, 3136, 119, 3, 982, 2947, 1164, 3055, 2985, 3, 5]","[2, 6337, 5779, 3, 5]","[2, 1792, 7564, 3, 7327, 2202, 5449, 3, 5462, 5470, 7404, 134, 3, 5485, 536, 6508, 1239, 3055, 2946, 3, 5]",아 중국어 [SEP] 자습 줬는데 [SEP] 근데 지금 잔다? [SEP] 그럼 나 절대 못인나 [SEP] 
"[2, 5851, 123, 123, 123, 123, 3, 192, 3816, 3117, 4009, 3173, 3457, 3, 5]","[2, 5470, 6049, 3, 7026, 6618, 3136, 119, 3, 982, 2947, 1164, 3055, 2985, 3, 5]","[2, 6337, 5779, 3, 5]","[2, 1792, 7564, 3, 7327, 2202, 5449, 3, 5462, 5470, 7404, 134, 3, 5485, 536, 6508, 1239, 3055, 2946, 3, 5]","[2, 6449, 5452, 3, 7327, 5734, 5991, 5463, 3, 5]",미친다 진짜 [SEP] 자습이면 놀아야지 [SEP] 
"[2, 5470, 6049, 3, 7026, 6618, 3136, 119, 3, 982, 2947, 1164, 3055, 2985, 3, 5]","[2, 6337, 5779, 3, 5]","[2, 1792, 7564, 3, 7327, 2202, 5449, 3, 5462, 5470, 7404, 134, 3, 5485, 536, 6508, 1239, 3055, 2946, 3, 5]","[2, 6449, 5452, 3, 7327, 5734, 5991, 5463, 3, 5]","[2, 6549, 123, 123, 123, 3, 5]",고통... [SEP] 
"[2, 6337, 5779, 3, 5]","[2, 1792, 7564, 3, 7327, 2202, 5449, 3, 5462, 5470, 7404, 134, 3, 5485, 536, 6508, 1239, 3055, 2946, 3, 5]","[2, 6449, 5452, 3, 7327, 5734, 5991, 5463, 3, 5]","[2, 6549, 123, 123, 123, 3, 5]","[2, 5790, 2970, 7572, 2931, 3, 5]",자살이 답이야 [SEP] 
"[2, 1792, 7564, 3, 7327, 2202, 5449, 3, 5462, 5470, 7404, 134, 3, 5485, 536, 6508, 1239, 3055, 2946, 3, 5]","[2, 6449, 5452, 3, 7327, 5734, 5991, 5463, 3, 5]","[2, 6549, 123, 123, 123, 3, 5]","[2, 5790, 2970, 7572, 2931, 3, 5]","[2, 1944, 6361, 5696, 134, 3, 5997, 3244, 5635, 5523, 2931, 3, 169, 119, 169, 119, 169, 169, 119, 169, 119, 3, 6361, 5582, 3, 6324, 123, 123, 123, 3, 5564, 723, 5696, 7798, 123, 123, 3, 5]",왜 일본어 싫어? [SEP] 디코를 보내는게야 [SEP] ~!~!!~!~~!~!~!~!~!~! [SEP] 이모티콘 일본어 수업 [SEP] 힘내... [SEP] 애들 다 싫어하더라.. [SEP] 
"[2, 6449, 5452, 3, 7327, 5734, 5991, 5463, 3, 5]","[2, 6549, 123, 123, 123, 3, 5]","[2, 5790, 2970, 7572, 2931, 3, 5]","[2, 1944, 6361, 5696, 134, 3, 5997, 3244, 5635, 5523, 2931, 3, 169, 119, 169, 119, 169, 169, 119, 169, 119, 3, 6361, 5582, 3, 6324, 123, 123, 123, 3, 5564, 723, 5696, 7798, 123, 123, 3, 5]","[2, 5470, 6357, 7592, 6537, 3, 5543, 6185, 3216, 3254, 2943, 3, 2235, 5582, 3005, 7109, 3, 5]",지금 안들어오고있음 [SEP] ㄹㅇ 선생조무사 [SEP] 지 수업도 모름 [SEP] 
"[2, 6549, 123, 123, 123, 3, 5]","[2, 5790, 2970, 7572, 2931, 3, 5]","[2, 1944, 6361, 5696, 134, 3, 5997, 3244, 5635, 5523, 2931, 3, 169, 119, 169, 119, 169, 169, 119, 169, 119, 3, 6361, 5582, 3, 6324, 123, 123, 123, 3, 5564, 723, 5696, 7798, 123, 123, 3, 5]","[2, 5470, 6357, 7592, 6537, 3, 5543, 6185, 3216, 3254, 2943, 3, 2235, 5582, 3005, 7109, 3, 5]","[2, 5634, 5532, 123, 123, 123, 3, 865, 6331, 5745, 123, 123, 123, 3, 5]",그래도 들어... [SEP] 듣기는 해야지... [SEP] 
"[2, 5790, 2970, 7572, 2931, 3, 5]","[2, 1944, 6361, 5696, 134, 3, 5997, 3244, 5635, 5523, 2931, 3, 169, 119, 169, 119, 169, 169, 119, 169, 119, 3, 6361, 5582, 3, 6324, 123, 123, 123, 3, 5564, 723, 5696, 7798, 123, 123, 3, 5]","[2, 5470, 6357, 7592, 6537, 3, 5543, 6185, 3216, 3254, 2943, 3, 2235, 5582, 3005, 7109, 3, 5]","[2, 5634, 5532, 123, 123, 123, 3, 865, 6331, 5745, 123, 123, 123, 3, 5]","[2, 6762, 6247, 2930, 3, 5]",1도 안들려 [SEP] 
"[2, 1944, 6361, 5696, 134, 3, 5997, 3244, 5635, 5523, 2931, 3, 169, 119, 169, 119, 169, 169, 119, 169, 119, 3, 6361, 5582, 3, 6324, 123, 123, 123, 3, 5564, 723, 5696, 7798, 123, 123, 3, 5]","[2, 5470, 6357, 7592, 6537, 3, 5543, 6185, 3216, 3254, 2943, 3, 2235, 5582, 3005, 7109, 3, 5]","[2, 5634, 5532, 123, 123, 123, 3, 865, 6331, 5745, 123, 123, 123, 3, 5]","[2, 6762, 6247, 2930, 3, 5]","[2, 2078, 5768, 3136, 3871, 3, 5]",자버렸자낭 [SEP] 
"[2, 5470, 6357, 7592, 6537, 3, 5543, 6185, 3216, 3254, 2943, 3, 2235, 5582, 3005, 7109, 3, 5]","[2, 5634, 5532, 123, 123, 123, 3, 865, 6331, 5745, 123, 123, 123, 3, 5]","[2, 6762, 6247, 2930, 3, 5]","[2, 2078, 5768, 3136, 3871, 3, 5]","[2, 5459, 2767, 6470, 2078, 6248, 3, 5]",나도 한 20분 자버림 [SEP] 
"[2, 5634, 5532, 123, 123, 123, 3, 865, 6331, 5745, 123, 123, 123, 3, 5]","[2, 6762, 6247, 2930, 3, 5]","[2, 2078, 5768, 3136, 3871, 3, 5]","[2, 5459, 2767, 6470, 2078, 6248, 3, 5]","[2, 5450, 123, 123, 123, 3, 536, 6169, 1314, 6887, 3958, 3, 5]",아니... [SEP] 나 한시간 반 자러빙 [SEP] 
"[2, 6762, 6247, 2930, 3, 5]","[2, 2078, 5768, 3136, 3871, 3, 5]","[2, 5459, 2767, 6470, 2078, 6248, 3, 5]","[2, 5450, 123, 123, 123, 3, 536, 6169, 1314, 6887, 3958, 3, 5]","[2, 6169, 2089, 6263, 134, 3, 5]",한시간 잤다구? [SEP] 
"[2, 2078, 5768, 3136, 3871, 3, 5]","[2, 5459, 2767, 6470, 2078, 6248, 3, 5]","[2, 5450, 123, 123, 123, 3, 536, 6169, 1314, 6887, 3958, 3, 5]","[2, 6169, 2089, 6263, 134, 3, 5]","[2, 6169, 1314, 123, 123, 123, 3, 5]",한시간 반... [SEP] 
"[2, 5459, 2767, 6470, 2078, 6248, 3, 5]","[2, 5450, 123, 123, 123, 3, 536, 6169, 1314, 6887, 3958, 3, 5]","[2, 6169, 2089, 6263, 134, 3, 5]","[2, 6169, 1314, 123, 123, 123, 3, 5]","[2, 1267, 6580, 3005, 6860, 2932, 3, 5]",뭐 그럴수도 있는거지 [SEP] 
"[2, 5450, 123, 123, 123, 3, 536, 6169, 1314, 6887, 3958, 3, 5]","[2, 6169, 2089, 6263, 134, 3, 5]","[2, 6169, 1314, 123, 123, 123, 3, 5]","[2, 1267, 6580, 3005, 6860, 2932, 3, 5]","[2, 6580, 6146, 123, 123, 123, 6181, 3, 6137, 5518, 2078, 2947, 3, 536, 2942, 332, 2963, 3, 5839, 1216, 3497, 1387, 3003, 3, 5650, 2975, 5769, 3, 5]",그럴수 없는데...ㅠㅠ [SEP] 잠을 많이 자는 [SEP] 나의 과거 [SEP] 저녁 메뉴 봤냐 [SEP] 에바치던데 [SEP] 
"[2, 6169, 2089, 6263, 134, 3, 5]","[2, 6169, 1314, 123, 123, 123, 3, 5]","[2, 1267, 6580, 3005, 6860, 2932, 3, 5]","[2, 6580, 6146, 123, 123, 123, 6181, 3, 6137, 5518, 2078, 2947, 3, 536, 2942, 332, 2963, 3, 5839, 1216, 3497, 1387, 3003, 3, 5650, 2975, 5769, 3, 5]","[2, 6137, 2078, 6375, 3132, 3, 7392, 2947, 6215, 3, 5]",잠을 자볼까용 [SEP] 1교시는 창업 [SEP] 
"[2, 6169, 1314, 123, 123, 123, 3, 5]","[2, 1267, 6580, 3005, 6860, 2932, 3, 5]","[2, 6580, 6146, 123, 123, 123, 6181, 3, 6137, 5518, 2078, 2947, 3, 536, 2942, 332, 2963, 3, 5839, 1216, 3497, 1387, 3003, 3, 5650, 2975, 5769, 3, 5]","[2, 6137, 2078, 6375, 3132, 3, 7392, 2947, 6215, 3, 5]","[2, 5945, 6044, 3, 5]",우린 빅데 [SEP] 
"[2, 1267, 6580, 3005, 6860, 2932, 3, 5]","[2, 6580, 6146, 123, 123, 123, 6181, 3, 6137, 5518, 2078, 2947, 3, 536, 2942, 332, 2963, 3, 5839, 1216, 3497, 1387, 3003, 3, 5650, 2975, 5769, 3, 5]","[2, 6137, 2078, 6375, 3132, 3, 7392, 2947, 6215, 3, 5]","[2, 5945, 6044, 3, 5]","[2, 5612, 5494, 119, 3, 5459, 1297, 3040, 3449, 7668, 3077, 3, 5459, 1297, 3040, 3449, 119, 3, 2034, 3040, 3449, 3005, 5574, 3, 5]",재밌겠당! [SEP] 나도 민영쌤 보고싶다 [SEP] 나도 민영쌤! [SEP] 은영쌤도 좋아 [SEP] 
"[2, 6580, 6146, 123, 123, 123, 6181, 3, 6137, 5518, 2078, 2947, 3, 536, 2942, 332, 2963, 3, 5839, 1216, 3497, 1387, 3003, 3, 5650, 2975, 5769, 3, 5]","[2, 6137, 2078, 6375, 3132, 3, 7392, 2947, 6215, 3, 5]","[2, 5945, 6044, 3, 5]","[2, 5612, 5494, 119, 3, 5459, 1297, 3040, 3449, 7668, 3077, 3, 5459, 1297, 3040, 3449, 119, 3, 2034, 3040, 3449, 3005, 5574, 3, 5]","[2, 726, 3103, 5556, 5581, 1253, 2960, 6243, 3005, 726, 3103, 5556, 2781, 7762, 6043, 3, 536, 5466, 2162, 726, 3103, 5511, 119, 134, 119, 134, 119, 3, 2059, 3342, 6441, 2994, 233, 5449, 3, 5562, 5632, 3796, 3, 5]",단정하게 머리 묶고 화장도 단정하게 해가지구 나름 [SEP] 나 오늘 좀 단정하지!?!?! [SEP] 이케 물어보러 갔는데 [SEP] 너가 없어씀 [SEP] 
"[2, 6137, 2078, 6375, 3132, 3, 7392, 2947, 6215, 3, 5]","[2, 5945, 6044, 3, 5]","[2, 5612, 5494, 119, 3, 5459, 1297, 3040, 3449, 7668, 3077, 3, 5459, 1297, 3040, 3449, 119, 3, 2034, 3040, 3449, 3005, 5574, 3, 5]","[2, 726, 3103, 5556, 5581, 1253, 2960, 6243, 3005, 726, 3103, 5556, 2781, 7762, 6043, 3, 536, 5466, 2162, 726, 3103, 5511, 119, 134, 119, 134, 119, 3, 2059, 3342, 6441, 2994, 233, 5449, 3, 5562, 5632, 3796, 3, 5]","[2, 5458, 6287, 5457, 1792, 4163, 2925, 3, 5]",내가 배가 너무 아팠어 [SEP] 
"[2, 5945, 6044, 3, 5]","[2, 5612, 5494, 119, 3, 5459, 1297, 3040, 3449, 7668, 3077, 3, 5459, 1297, 3040, 3449, 119, 3, 2034, 3040, 3449, 3005, 5574, 3, 5]","[2, 726, 3103, 5556, 5581, 1253, 2960, 6243, 3005, 726, 3103, 5556, 2781, 7762, 6043, 3, 536, 5466, 2162, 726, 3103, 5511, 119, 134, 119, 134, 119, 3, 2059, 3342, 6441, 2994, 233, 5449, 3, 5562, 5632, 3796, 3, 5]","[2, 5458, 6287, 5457, 1792, 4163, 2925, 3, 5]","[2, 6651, 5539, 6014, 6594, 5463, 3, 5]",ㅇㅋ 그건 인정해줘야지 [SEP] 
"[2, 5612, 5494, 119, 3, 5459, 1297, 3040, 3449, 7668, 3077, 3, 5459, 1297, 3040, 3449, 119, 3, 2034, 3040, 3449, 3005, 5574, 3, 5]","[2, 726, 3103, 5556, 5581, 1253, 2960, 6243, 3005, 726, 3103, 5556, 2781, 7762, 6043, 3, 536, 5466, 2162, 726, 3103, 5511, 119, 134, 119, 134, 119, 3, 2059, 3342, 6441, 2994, 233, 5449, 3, 5562, 5632, 3796, 3, 5]","[2, 5458, 6287, 5457, 1792, 4163, 2925, 3, 5]","[2, 6651, 5539, 6014, 6594, 5463, 3, 5]","[2, 1330, 5469, 2369, 3691, 5627, 2921, 6811, 5488, 3, 2132, 3049, 2990, 2942, 1694, 3646, 5637, 3, 5]",배에서 천둥소리가 나더라고 [SEP] 제우스의 심판이다 [SEP] 
"[2, 726, 3103, 5556, 5581, 1253, 2960, 6243, 3005, 726, 3103, 5556, 2781, 7762, 6043, 3, 536, 5466, 2162, 726, 3103, 5511, 119, 134, 119, 134, 119, 3, 2059, 3342, 6441, 2994, 233, 5449, 3, 5562, 5632, 3796, 3, 5]","[2, 5458, 6287, 5457, 1792, 4163, 2925, 3, 5]","[2, 6651, 5539, 6014, 6594, 5463, 3, 5]","[2, 1330, 5469, 2369, 3691, 5627, 2921, 6811, 5488, 3, 2132, 3049, 2990, 2942, 1694, 3646, 5637, 3, 5]","[2, 5482, 6014, 5678, 6989, 3, 5]",그거 인정 안해주면 [SEP] 
"[2, 5458, 6287, 5457, 1792, 4163, 2925, 3, 5]","[2, 6651, 5539, 6014, 6594, 5463, 3, 5]","[2, 1330, 5469, 2369, 3691, 5627, 2921, 6811, 5488, 3, 2132, 3049, 2990, 2942, 1694, 3646, 5637, 3, 5]","[2, 5482, 6014, 5678, 6989, 3, 5]","[2, 6322, 3470, 2946, 141, 141, 3, 5582, 865, 3097, 5457, 6003, 3, 5]",고맙꾸나^^ [SEP] 수업 듣기 너무 싫다 [SEP] 
"[2, 6651, 5539, 6014, 6594, 5463, 3, 5]","[2, 1330, 5469, 2369, 3691, 5627, 2921, 6811, 5488, 3, 2132, 3049, 2990, 2942, 1694, 3646, 5637, 3, 5]","[2, 5482, 6014, 5678, 6989, 3, 5]","[2, 6322, 3470, 2946, 141, 141, 3, 5582, 865, 3097, 5457, 6003, 3, 5]","[2, 2047, 3393, 134, 119, 134, 119, 3, 6407, 2932, 7779, 123, 123, 123, 134, 3, 5]",응응?!?! [SEP] 안하지 않나...? [SEP] 
"[2, 1330, 5469, 2369, 3691, 5627, 2921, 6811, 5488, 3, 2132, 3049, 2990, 2942, 1694, 3646, 5637, 3, 5]","[2, 5482, 6014, 5678, 6989, 3, 5]","[2, 6322, 3470, 2946, 141, 141, 3, 5582, 865, 3097, 5457, 6003, 3, 5]","[2, 2047, 3393, 134, 119, 134, 119, 3, 6407, 2932, 7779, 123, 123, 123, 134, 3, 5]","[2, 5829, 6160, 3244, 1447, 3136, 3030, 3, 5]",시험 정리를 빙자한 [SEP] 
"[2, 5482, 6014, 5678, 6989, 3, 5]","[2, 6322, 3470, 2946, 141, 141, 3, 5582, 865, 3097, 5457, 6003, 3, 5]","[2, 2047, 3393, 134, 119, 134, 119, 3, 6407, 2932, 7779, 123, 123, 123, 134, 3, 5]","[2, 5829, 6160, 3244, 1447, 3136, 3030, 3, 5]","[2, 1792, 2992, 123, 123, 123, 3, 5620, 2380, 2978, 5709, 123, 123, 123, 3, 5]",아하... [SEP] 열심히 체크해야지... [SEP] 
"[2, 6322, 3470, 2946, 141, 141, 3, 5582, 865, 3097, 5457, 6003, 3, 5]","[2, 2047, 3393, 134, 119, 134, 119, 3, 6407, 2932, 7779, 123, 123, 123, 134, 3, 5]","[2, 5829, 6160, 3244, 1447, 3136, 3030, 3, 5]","[2, 1792, 2992, 123, 123, 123, 3, 5620, 2380, 2978, 5709, 123, 123, 123, 3, 5]","[2, 5543, 5582, 3134, 3, 260, 5550, 5996, 2925, 3, 5]",ㄹㅇ 수업임 [SEP] 걍 다시하고있어 [SEP] 
"[2, 2047, 3393, 134, 119, 134, 119, 3, 6407, 2932, 7779, 123, 123, 123, 134, 3, 5]","[2, 5829, 6160, 3244, 1447, 3136, 3030, 3, 5]","[2, 1792, 2992, 123, 123, 123, 3, 5620, 2380, 2978, 5709, 123, 123, 123, 3, 5]","[2, 5543, 5582, 3134, 3, 260, 5550, 5996, 2925, 3, 5]","[2, 5650, 123, 123, 123, 3, 536, 7498, 6507, 123, 123, 123, 3, 5450, 536, 5573, 6110, 6904, 2950, 3, 7567, 5830, 723, 7644, 2089, 5617, 134, 3, 5462, 6103, 6898, 5449, 3005, 1795, 7463, 7798, 123, 123, 123, 3, 5]",에바... [SEP] 나같음 잤어... [SEP] 아니 나 어제 잠이 안와서 [SEP] 4시 거의 다되서 잤거든? [SEP] 근데 아침에 일어났는데도 안피곤하더라... [SEP] 
"[2, 5829, 6160, 3244, 1447, 3136, 3030, 3, 5]","[2, 1792, 2992, 123, 123, 123, 3, 5620, 2380, 2978, 5709, 123, 123, 123, 3, 5]","[2, 5543, 5582, 3134, 3, 260, 5550, 5996, 2925, 3, 5]","[2, 5650, 123, 123, 123, 3, 536, 7498, 6507, 123, 123, 123, 3, 5450, 536, 5573, 6110, 6904, 2950, 3, 7567, 5830, 723, 7644, 2089, 5617, 134, 3, 5462, 6103, 6898, 5449, 3005, 1795, 7463, 7798, 123, 123, 123, 3, 5]","[2, 5478, 3392, 2934, 3, 7708, 123, 123, 123, 134, 3, 5]",어케살아 [SEP] 미친거야...? [SEP] 
"[2, 1792, 2992, 123, 123, 123, 3, 5620, 2380, 2978, 5709, 123, 123, 123, 3, 5]","[2, 5543, 5582, 3134, 3, 260, 5550, 5996, 2925, 3, 5]","[2, 5650, 123, 123, 123, 3, 536, 7498, 6507, 123, 123, 123, 3, 5450, 536, 5573, 6110, 6904, 2950, 3, 7567, 5830, 723, 7644, 2089, 5617, 134, 3, 5462, 6103, 6898, 5449, 3005, 1795, 7463, 7798, 123, 123, 123, 3, 5]","[2, 5478, 3392, 2934, 3, 7708, 123, 123, 123, 134, 3, 5]","[2, 6848, 7037, 3, 5]",미친거 같아 [SEP] 
"[2, 5543, 5582, 3134, 3, 260, 5550, 5996, 2925, 3, 5]","[2, 5650, 123, 123, 123, 3, 536, 7498, 6507, 123, 123, 123, 3, 5450, 536, 5573, 6110, 6904, 2950, 3, 7567, 5830, 723, 7644, 2089, 5617, 134, 3, 5462, 6103, 6898, 5449, 3005, 1795, 7463, 7798, 123, 123, 123, 3, 5]","[2, 5478, 3392, 2934, 3, 7708, 123, 123, 123, 134, 3, 5]","[2, 6848, 7037, 3, 5]","[2, 5457, 5851, 3, 5559, 2965, 542, 7296, 6004, 5514, 3, 5]",너무 졸려 [SEP] 시간을 날리는거같아ㅠㅠ [SEP] 
"[2, 5650, 123, 123, 123, 3, 536, 7498, 6507, 123, 123, 123, 3, 5450, 536, 5573, 6110, 6904, 2950, 3, 7567, 5830, 723, 7644, 2089, 5617, 134, 3, 5462, 6103, 6898, 5449, 3005, 1795, 7463, 7798, 123, 123, 123, 3, 5]","[2, 5478, 3392, 2934, 3, 7708, 123, 123, 123, 134, 3, 5]","[2, 6848, 7037, 3, 5]","[2, 5457, 5851, 3, 5559, 2965, 542, 7296, 6004, 5514, 3, 5]","[2, 2078, 5453, 6467, 123, 123, 123, 3, 5462, 7586, 1164, 6440, 3, 6623, 3055, 2193, 3442, 7629, 2963, 238, 3063, 3, 5]",자는거 에바야... [SEP] 근데 커피 마시면 [SEP] 카페인 중독 조질거 같음 [SEP] 
"[2, 5478, 3392, 2934, 3, 7708, 123, 123, 123, 134, 3, 5]","[2, 6848, 7037, 3, 5]","[2, 5457, 5851, 3, 5559, 2965, 542, 7296, 6004, 5514, 3, 5]","[2, 2078, 5453, 6467, 123, 123, 123, 3, 5462, 7586, 1164, 6440, 3, 6623, 3055, 2193, 3442, 7629, 2963, 238, 3063, 3, 5]","[2, 5459, 7586, 2084, 1795, 2977, 4045, 3, 5]",나도 커피 잘 안마셩 [SEP] 
"[2, 6848, 7037, 3, 5]","[2, 5457, 5851, 3, 5559, 2965, 542, 7296, 6004, 5514, 3, 5]","[2, 2078, 5453, 6467, 123, 123, 123, 3, 5462, 7586, 1164, 6440, 3, 6623, 3055, 2193, 3442, 7629, 2963, 238, 3063, 3, 5]","[2, 5459, 7586, 2084, 1795, 2977, 4045, 3, 5]","[2, 7089, 2967, 7586, 1815, 5659, 1164, 6921, 3, 5472, 7398, 2925, 123, 123, 123, 217, 7545, 3, 5]",작년에 커피 애지게 마셔서 [SEP] 이제 못먹어...ㅠㅜㅠㅠ [SEP] 
"[2, 5457, 5851, 3, 5559, 2965, 542, 7296, 6004, 5514, 3, 5]","[2, 2078, 5453, 6467, 123, 123, 123, 3, 5462, 7586, 1164, 6440, 3, 6623, 3055, 2193, 3442, 7629, 2963, 238, 3063, 3, 5]","[2, 5459, 7586, 2084, 1795, 2977, 4045, 3, 5]","[2, 7089, 2967, 7586, 1815, 5659, 1164, 6921, 3, 5472, 7398, 2925, 123, 123, 123, 217, 7545, 3, 5]","[2, 6255, 539, 3077, 3, 5]",눈물이 난다 [SEP] 
"[2, 2078, 5453, 6467, 123, 123, 123, 3, 5462, 7586, 1164, 6440, 3, 6623, 3055, 2193, 3442, 7629, 2963, 238, 3063, 3, 5]","[2, 5459, 7586, 2084, 1795, 2977, 4045, 3, 5]","[2, 7089, 2967, 7586, 1815, 5659, 1164, 6921, 3, 5472, 7398, 2925, 123, 123, 123, 217, 7545, 3, 5]","[2, 6255, 539, 3077, 3, 5]","[2, 5462, 5573, 7004, 6224, 5617, 3, 5462, 6110, 6904, 3, 5544, 7586, 2652, 3001, 119, 119, 119, 3, 5]",근데 어제 아아 먹었거든 [SEP] 근데 잠이 안와 [SEP] 이게 커피 파워!!! [SEP] 
"[2, 5459, 7586, 2084, 1795, 2977, 4045, 3, 5]","[2, 7089, 2967, 7586, 1815, 5659, 1164, 6921, 3, 5472, 7398, 2925, 123, 123, 123, 217, 7545, 3, 5]","[2, 6255, 539, 3077, 3, 5]","[2, 5462, 5573, 7004, 6224, 5617, 3, 5462, 6110, 6904, 3, 5544, 7586, 2652, 3001, 119, 119, 119, 3, 5]","[2, 5763, 3, 5458, 7562, 7586, 3244, 1239, 3059, 2963, 3, 5933, 2946, 1383, 3, 5]",뭐야ㅋㅋㅋㅋ [SEP] 내가 이래서 커피를 못머거 [SEP] 고양이나 봐 [SEP] 
"[2, 7089, 2967, 7586, 1815, 5659, 1164, 6921, 3, 5472, 7398, 2925, 123, 123, 123, 217, 7545, 3, 5]","[2, 6255, 539, 3077, 3, 5]","[2, 5462, 5573, 7004, 6224, 5617, 3, 5462, 6110, 6904, 3, 5544, 7586, 2652, 3001, 119, 119, 119, 3, 5]","[2, 5763, 3, 5458, 7562, 7586, 3244, 1239, 3059, 2963, 3, 5933, 2946, 1383, 3, 5]","[2, 408, 3049, 3052, 2931, 3092, 6279, 3, 6521, 6279, 3, 5]",기우ㅜ야ㅝㅠㅜㅠㅜㅠㅜ [SEP] 귀여워ㅠㅜㅠㅜㅠ [SEP] 
"[2, 6255, 539, 3077, 3, 5]","[2, 5462, 5573, 7004, 6224, 5617, 3, 5462, 6110, 6904, 3, 5544, 7586, 2652, 3001, 119, 119, 119, 3, 5]","[2, 5763, 3, 5458, 7562, 7586, 3244, 1239, 3059, 2963, 3, 5933, 2946, 1383, 3, 5]","[2, 408, 3049, 3052, 2931, 3092, 6279, 3, 6521, 6279, 3, 5]","[2, 6521, 119, 119, 3, 5459, 5933, 7786, 5743, 3, 5972, 5933, 5632, 3, 5]",귀여워!! [SEP] 나도 고양이 키우고싶어 [SEP] 나만 고양이 없어 [SEP] 
"[2, 5462, 5573, 7004, 6224, 5617, 3, 5462, 6110, 6904, 3, 5544, 7586, 2652, 3001, 119, 119, 119, 3, 5]","[2, 5763, 3, 5458, 7562, 7586, 3244, 1239, 3059, 2963, 3, 5933, 2946, 1383, 3, 5]","[2, 408, 3049, 3052, 2931, 3092, 6279, 3, 6521, 6279, 3, 5]","[2, 6521, 119, 119, 3, 5459, 5933, 7786, 5743, 3, 5972, 5933, 5632, 3, 5]","[2, 5459, 5632, 3, 7353, 1667, 3893, 2989, 1563, 3190, 3797, 5476, 3, 1563, 3190, 3797, 5933, 6803, 2938, 3, 1799, 2994, 2932, 2071, 3079, 5448, 3, 6668, 388, 1815, 3955, 3689, 3686, 2946, 5468, 2938, 3005, 1239, 3140, 3117, 5975, 6402, 6279, 3, 5]",나도 없어 [SEP] 가장 슬픈건 서형찬이야 [SEP] 서형찬 고양이 좋아하는데 [SEP] 알러지 있댘ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ [SEP] 심지어 그 애견카페나 그런데도 못간ㄴ다는ㄴ데ㅠㅜㅠㅜ [SEP] 
"[2, 5763, 3, 5458, 7562, 7586, 3244, 1239, 3059, 2963, 3, 5933, 2946, 1383, 3, 5]","[2, 408, 3049, 3052, 2931, 3092, 6279, 3, 6521, 6279, 3, 5]","[2, 6521, 119, 119, 3, 5459, 5933, 7786, 5743, 3, 5972, 5933, 5632, 3, 5]","[2, 5459, 5632, 3, 7353, 1667, 3893, 2989, 1563, 3190, 3797, 5476, 3, 1563, 3190, 3797, 5933, 6803, 2938, 3, 1799, 2994, 2932, 2071, 3079, 5448, 3, 6668, 388, 1815, 3955, 3689, 3686, 2946, 5468, 2938, 3005, 1239, 3140, 3117, 5975, 6402, 6279, 3, 5]","[2, 234, 7636, 3005, 134, 134, 3, 5]",강아지도?? [SEP] 
"[2, 408, 3049, 3052, 2931, 3092, 6279, 3, 6521, 6279, 3, 5]","[2, 6521, 119, 119, 3, 5459, 5933, 7786, 5743, 3, 5972, 5933, 5632, 3, 5]","[2, 5459, 5632, 3, 7353, 1667, 3893, 2989, 1563, 3190, 3797, 5476, 3, 1563, 3190, 3797, 5933, 6803, 2938, 3, 1799, 2994, 2932, 2071, 3079, 5448, 3, 6668, 388, 1815, 3955, 3689, 3686, 2946, 5468, 2938, 3005, 1239, 3140, 3117, 5975, 6402, 6279, 3, 5]","[2, 234, 7636, 3005, 134, 134, 3, 5]","[2, 1216, 2970, 3312, 123, 123, 123, 134, 3, 2837, 3797, 2970, 5631, 2369, 3406, 3005, 2071, 3088, 123, 123, 123, 3, 1403, 3765, 3030, 5570, 3, 5]",메이비...? [SEP] 형찬이 원래 천식도 있구... [SEP] 불쌍한 아이 [SEP] 
"[2, 6521, 119, 119, 3, 5459, 5933, 7786, 5743, 3, 5972, 5933, 5632, 3, 5]","[2, 5459, 5632, 3, 7353, 1667, 3893, 2989, 1563, 3190, 3797, 5476, 3, 1563, 3190, 3797, 5933, 6803, 2938, 3, 1799, 2994, 2932, 2071, 3079, 5448, 3, 6668, 388, 1815, 3955, 3689, 3686, 2946, 5468, 2938, 3005, 1239, 3140, 3117, 5975, 6402, 6279, 3, 5]","[2, 234, 7636, 3005, 134, 134, 3, 5]","[2, 1216, 2970, 3312, 123, 123, 123, 134, 3, 2837, 3797, 2970, 5631, 2369, 3406, 3005, 2071, 3088, 123, 123, 123, 3, 1403, 3765, 3030, 5570, 3, 5]","[2, 5482, 7746, 5824, 2999, 123, 123, 123, 123, 3, 7861, 1525, 2947, 5501, 3, 5]",그거때문이고만.... [SEP] 힘들게 사는구나 [SEP] 
