utterance_1,utterance_2,utterance_3,utterance_4,label,original
"[2, 6256, 7248, 2069, 2940, 7856, 3, 2078, 3406, 5697, 2921, 5522, 5497, 3005, 5732, 7592, 3, 5788, 2162, 5490, 5545, 3, 7117, 2947, 273, 3103, 2960, 3161, 2936, 5528, 3, 6001, 5588, 3704, 5499, 5718, 7090, 3030, 134, 170, 3, 5468, 5784, 2996, 5968, 3, 5754, 7465, 5450, 5545, 3, 5657, 317, 3409, 5505, 5528, 3, 799, 7694, 1239, 3542, 2946, 5551, 7779, 3, 6192, 6283, 5691, 5904, 3, 539, 1852, 3498, 3633, 2062, 3406, 2970, 5853, 3063, 3, 284, 5492, 5548, 6073, 2078, 3406, 5476, 3, 5]","[2, 5462, 5483, 5937, 3005, 3, 7984, 2118, 3271, 5758, 2960, 2791, 7304, 3323, 3, 5]","[2, 6256, 1176, 2947, 6414, 5488, 6068, 7248, 2069, 2940, 7048, 6095, 5773, 3097, 6159, 3233, 5859, 3, 5]","[2, 5513, 7509, 6259, 3, 707, 6207, 6383, 5487, 2078, 3395, 6270, 2764, 5707, 3, 2767, 3056, 2721, 3181, 5610, 536, 783, 3077, 3700, 3, 5]","[2, 7384, 764, 5560, 7045, 2992, 2964, 271, 5691, 5930, 3, 5483, 1792, 3263, 2932, 5828, 307, 3049, 3230, 3, 5458, 7026, 5478, 2769, 2989, 2932, 3, 5560, 5499, 7941, 2921, 6724, 3, 2769, 3141, 5844, 2932, 3, 6018, 3244, 5458, 723, 1568, 3515, 5499, 3, 1792, 3263, 6371, 545, 3515, 2965, 5999, 3005, 5458, 5640, 5560, 1300, 2960, 6478, 2976, 6014, 5911, 2947, 1663, 3474, 2996, 3134, 3, 581, 4130, 1792, 2929, 5680, 6054, 2932, 5458, 2084, 5902, 5681, 3, 5562, 6498, 5675, 5753, 2960, 3, 2078, 3395, 5474, 7429, 3005, 7406, 5461, 2084, 2769, 6495, 2970, 6327, 3, 5478, 2769, 2989, 2932, 355, 3007, 5955, 2087, 3294, 7379, 3, 1568, 3515, 5771, 6693, 7247, 1797, 6037, 3, 6192, 5562, 2078, 3395, 6869, 2947, 6311, 2947, 5888, 3, 5]",그러니까 더 그렇게 반응하신 걸수도 있음 [SEP] 우리 아부지같은 경우엔 [SEP] 내가 앞으로 어떻게 할건지 [SEP] 그렇게해서 목표가 뭔지 [SEP] 할수 있는지 [SEP] 이런거를 내가 다 설득해서 [SEP] 아부지가 납득을 못해도 내가 계속 그렇게 밀고나가면 인정해주는 스타일임 [SEP] 너희 아버지는 어떤지 내가 잘 모르겠지만 [SEP] 너가 진짜로 이건 아니라고 [SEP] 자퇴하고 나서도 진심으로 잘 할 자신이 있고 [SEP] 어떻게 할건지 구체적으로 잡혀있으면 [SEP] 설득해보는것도 나쁘지 않을듯 [SEP] 물론 너가 자퇴하라는 의미는 아님 [SEP] 
"[2, 5462, 5483, 5937, 3005, 3, 7984, 2118, 3271, 5758, 2960, 2791, 7304, 3323, 3, 5]","[2, 6256, 1176, 2947, 6414, 5488, 6068, 7248, 2069, 2940, 7048, 6095, 5773, 3097, 6159, 3233, 5859, 3, 5]","[2, 5513, 7509, 6259, 3, 707, 6207, 6383, 5487, 2078, 3395, 6270, 2764, 5707, 3, 2767, 3056, 2721, 3181, 5610, 536, 783, 3077, 3700, 3, 5]","[2, 7384, 764, 5560, 7045, 2992, 2964, 271, 5691, 5930, 3, 5483, 1792, 3263, 2932, 5828, 307, 3049, 3230, 3, 5458, 7026, 5478, 2769, 2989, 2932, 3, 5560, 5499, 7941, 2921, 6724, 3, 2769, 3141, 5844, 2932, 3, 6018, 3244, 5458, 723, 1568, 3515, 5499, 3, 1792, 3263, 6371, 545, 3515, 2965, 5999, 3005, 5458, 5640, 5560, 1300, 2960, 6478, 2976, 6014, 5911, 2947, 1663, 3474, 2996, 3134, 3, 581, 4130, 1792, 2929, 5680, 6054, 2932, 5458, 2084, 5902, 5681, 3, 5562, 6498, 5675, 5753, 2960, 3, 2078, 3395, 5474, 7429, 3005, 7406, 5461, 2084, 2769, 6495, 2970, 6327, 3, 5478, 2769, 2989, 2932, 355, 3007, 5955, 2087, 3294, 7379, 3, 1568, 3515, 5771, 6693, 7247, 1797, 6037, 3, 6192, 5562, 2078, 3395, 6869, 2947, 6311, 2947, 5888, 3, 5]","[2, 2078, 3395, 5487, 6150, 5486, 275, 5682, 2947, 2084, 6332, 3, 2117, 3348, 3005, 7620, 5453, 6024, 3023, 3, 5]",자퇴하면 학교에서하는 것보다는 잘할듯 [SEP] 적성도 안맞는거 같은디 [SEP] 
"[2, 6256, 1176, 2947, 6414, 5488, 6068, 7248, 2069, 2940, 7048, 6095, 5773, 3097, 6159, 3233, 5859, 3, 5]","[2, 5513, 7509, 6259, 3, 707, 6207, 6383, 5487, 2078, 3395, 6270, 2764, 5707, 3, 2767, 3056, 2721, 3181, 5610, 536, 783, 3077, 3700, 3, 5]","[2, 7384, 764, 5560, 7045, 2992, 2964, 271, 5691, 5930, 3, 5483, 1792, 3263, 2932, 5828, 307, 3049, 3230, 3, 5458, 7026, 5478, 2769, 2989, 2932, 3, 5560, 5499, 7941, 2921, 6724, 3, 2769, 3141, 5844, 2932, 3, 6018, 3244, 5458, 723, 1568, 3515, 5499, 3, 1792, 3263, 6371, 545, 3515, 2965, 5999, 3005, 5458, 5640, 5560, 1300, 2960, 6478, 2976, 6014, 5911, 2947, 1663, 3474, 2996, 3134, 3, 581, 4130, 1792, 2929, 5680, 6054, 2932, 5458, 2084, 5902, 5681, 3, 5562, 6498, 5675, 5753, 2960, 3, 2078, 3395, 5474, 7429, 3005, 7406, 5461, 2084, 2769, 6495, 2970, 6327, 3, 5478, 2769, 2989, 2932, 355, 3007, 5955, 2087, 3294, 7379, 3, 1568, 3515, 5771, 6693, 7247, 1797, 6037, 3, 6192, 5562, 2078, 3395, 6869, 2947, 6311, 2947, 5888, 3, 5]","[2, 2078, 3395, 5487, 6150, 5486, 275, 5682, 2947, 2084, 6332, 3, 2117, 3348, 3005, 7620, 5453, 6024, 3023, 3, 5]","[2, 5788, 6300, 3215, 6066, 3, 5]",그러면 어쩔순 없지 [SEP] 
"[2, 5513, 7509, 6259, 3, 707, 6207, 6383, 5487, 2078, 3395, 6270, 2764, 5707, 3, 2767, 3056, 2721, 3181, 5610, 536, 783, 3077, 3700, 3, 5]","[2, 7384, 764, 5560, 7045, 2992, 2964, 271, 5691, 5930, 3, 5483, 1792, 3263, 2932, 5828, 307, 3049, 3230, 3, 5458, 7026, 5478, 2769, 2989, 2932, 3, 5560, 5499, 7941, 2921, 6724, 3, 2769, 3141, 5844, 2932, 3, 6018, 3244, 5458, 723, 1568, 3515, 5499, 3, 1792, 3263, 6371, 545, 3515, 2965, 5999, 3005, 5458, 5640, 5560, 1300, 2960, 6478, 2976, 6014, 5911, 2947, 1663, 3474, 2996, 3134, 3, 581, 4130, 1792, 2929, 5680, 6054, 2932, 5458, 2084, 5902, 5681, 3, 5562, 6498, 5675, 5753, 2960, 3, 2078, 3395, 5474, 7429, 3005, 7406, 5461, 2084, 2769, 6495, 2970, 6327, 3, 5478, 2769, 2989, 2932, 355, 3007, 5955, 2087, 3294, 7379, 3, 1568, 3515, 5771, 6693, 7247, 1797, 6037, 3, 6192, 5562, 2078, 3395, 6869, 2947, 6311, 2947, 5888, 3, 5]","[2, 2078, 3395, 5487, 6150, 5486, 275, 5682, 2947, 2084, 6332, 3, 2117, 3348, 3005, 7620, 5453, 6024, 3023, 3, 5]","[2, 5788, 6300, 3215, 6066, 3, 5]","[2, 2117, 3348, 7620, 5815, 2960, 6065, 5515, 7771, 3, 5]",적성 안맞는다고 아빠한테 말하면 [SEP] 
"[2, 7384, 764, 5560, 7045, 2992, 2964, 271, 5691, 5930, 3, 5483, 1792, 3263, 2932, 5828, 307, 3049, 3230, 3, 5458, 7026, 5478, 2769, 2989, 2932, 3, 5560, 5499, 7941, 2921, 6724, 3, 2769, 3141, 5844, 2932, 3, 6018, 3244, 5458, 723, 1568, 3515, 5499, 3, 1792, 3263, 6371, 545, 3515, 2965, 5999, 3005, 5458, 5640, 5560, 1300, 2960, 6478, 2976, 6014, 5911, 2947, 1663, 3474, 2996, 3134, 3, 581, 4130, 1792, 2929, 5680, 6054, 2932, 5458, 2084, 5902, 5681, 3, 5562, 6498, 5675, 5753, 2960, 3, 2078, 3395, 5474, 7429, 3005, 7406, 5461, 2084, 2769, 6495, 2970, 6327, 3, 5478, 2769, 2989, 2932, 355, 3007, 5955, 2087, 3294, 7379, 3, 1568, 3515, 5771, 6693, 7247, 1797, 6037, 3, 6192, 5562, 2078, 3395, 6869, 2947, 6311, 2947, 5888, 3, 5]","[2, 2078, 3395, 5487, 6150, 5486, 275, 5682, 2947, 2084, 6332, 3, 2117, 3348, 3005, 7620, 5453, 6024, 3023, 3, 5]","[2, 5788, 6300, 3215, 6066, 3, 5]","[2, 2117, 3348, 7620, 5815, 2960, 6065, 5515, 7771, 3, 5]","[2, 6705, 5746, 5499, 5490, 5453, 2976, 6256, 7249, 2987, 1176, 2960, 3, 5]",전공 잘못해서 그러는거면 솔직히 가는게 맞고 [SEP] 
"[2, 2078, 3395, 5487, 6150, 5486, 275, 5682, 2947, 2084, 6332, 3, 2117, 3348, 3005, 7620, 5453, 6024, 3023, 3, 5]","[2, 5788, 6300, 3215, 6066, 3, 5]","[2, 2117, 3348, 7620, 5815, 2960, 6065, 5515, 7771, 3, 5]","[2, 6705, 5746, 5499, 5490, 5453, 2976, 6256, 7249, 2987, 1176, 2960, 3, 5]","[2, 7089, 2967, 1792, 3263, 6371, 3, 2117, 3348, 5688, 2963, 238, 5475, 3, 5497, 5731, 5488, 2791, 6826, 3, 5825, 5713, 2931, 5710, 3, 5]",작년에 아부지가 [SEP] 적성 아닌거 같으면 [SEP] 학교 나오라고 했는디 [SEP] 그때 나가야 했는데 [SEP] 
"[2, 5788, 6300, 3215, 6066, 3, 5]","[2, 2117, 3348, 7620, 5815, 2960, 6065, 5515, 7771, 3, 5]","[2, 6705, 5746, 5499, 5490, 5453, 2976, 6256, 7249, 2987, 1176, 2960, 3, 5]","[2, 7089, 2967, 1792, 3263, 6371, 3, 2117, 3348, 5688, 2963, 238, 5475, 3, 5497, 5731, 5488, 2791, 6826, 3, 5825, 5713, 2931, 5710, 3, 5]","[2, 697, 2925, 5768, 5625, 3, 5634, 1568, 3515, 3080, 5932, 3039, 3, 5458, 5754, 1311, 3073, 2950, 2599, 2965, 6354, 5494, 3, 6635, 6585, 6173, 1913, 6312, 2781, 2936, 3, 5]",늦어버렸구만 [SEP] 그래도 설득은 해보셈 [SEP] 내가 지금은 바빠서 톡을 못하겠다 [SEP] 이따가 쉬는시간에 오던가 해라 [SEP] 
"[2, 2117, 3348, 7620, 5815, 2960, 6065, 5515, 7771, 3, 5]","[2, 6705, 5746, 5499, 5490, 5453, 2976, 6256, 7249, 2987, 1176, 2960, 3, 5]","[2, 7089, 2967, 1792, 3263, 6371, 3, 2117, 3348, 5688, 2963, 238, 5475, 3, 5497, 5731, 5488, 2791, 6826, 3, 5825, 5713, 2931, 5710, 3, 5]","[2, 697, 2925, 5768, 5625, 3, 5634, 1568, 3515, 3080, 5932, 3039, 3, 5458, 5754, 1311, 3073, 2950, 2599, 2965, 6354, 5494, 3, 6635, 6585, 6173, 1913, 6312, 2781, 2936, 3, 5]","[2, 6121, 1169, 5879, 3, 150, 6131, 7303, 3, 5604, 5495, 2992, 6629, 6368, 723, 3796, 3, 5508, 5954, 6299, 2116, 5495, 3159, 6826, 3, 5]",나중에 말할게 [SEP] horse [SEP] 저거 생각하느라 일주일 다씀 [SEP] 아무생각 안하고 저 생각했는디 [SEP] 
"[2, 6705, 5746, 5499, 5490, 5453, 2976, 6256, 7249, 2987, 1176, 2960, 3, 5]","[2, 7089, 2967, 1792, 3263, 6371, 3, 2117, 3348, 5688, 2963, 238, 5475, 3, 5497, 5731, 5488, 2791, 6826, 3, 5825, 5713, 2931, 5710, 3, 5]","[2, 697, 2925, 5768, 5625, 3, 5634, 1568, 3515, 3080, 5932, 3039, 3, 5458, 5754, 1311, 3073, 2950, 2599, 2965, 6354, 5494, 3, 6635, 6585, 6173, 1913, 6312, 2781, 2936, 3, 5]","[2, 6121, 1169, 5879, 3, 150, 6131, 7303, 3, 5604, 5495, 2992, 6629, 6368, 723, 3796, 3, 5508, 5954, 6299, 2116, 5495, 3159, 6826, 3, 5]","[2, 5793, 3063, 3, 6977, 1525, 3067, 2970, 6001, 2531, 5545, 3, 7213, 729, 7208, 3, 5]",그럴수있음 [SEP] 애초에 사안이 ㅈㄴ 크잖아 [SEP] 인생이 달렸는데 [SEP] 
"[2, 7089, 2967, 1792, 3263, 6371, 3, 2117, 3348, 5688, 2963, 238, 5475, 3, 5497, 5731, 5488, 2791, 6826, 3, 5825, 5713, 2931, 5710, 3, 5]","[2, 697, 2925, 5768, 5625, 3, 5634, 1568, 3515, 3080, 5932, 3039, 3, 5458, 5754, 1311, 3073, 2950, 2599, 2965, 6354, 5494, 3, 6635, 6585, 6173, 1913, 6312, 2781, 2936, 3, 5]","[2, 6121, 1169, 5879, 3, 150, 6131, 7303, 3, 5604, 5495, 2992, 6629, 6368, 723, 3796, 3, 5508, 5954, 6299, 2116, 5495, 3159, 6826, 3, 5]","[2, 5793, 3063, 3, 6977, 1525, 3067, 2970, 6001, 2531, 5545, 3, 7213, 729, 7208, 3, 5]","[2, 1852, 3494, 3321, 5664, 3055, 3210, 3080, 3, 5]",어짜피 이번인생은 [SEP] 
"[2, 697, 2925, 5768, 5625, 3, 5634, 1568, 3515, 3080, 5932, 3039, 3, 5458, 5754, 1311, 3073, 2950, 2599, 2965, 6354, 5494, 3, 6635, 6585, 6173, 1913, 6312, 2781, 2936, 3, 5]","[2, 6121, 1169, 5879, 3, 150, 6131, 7303, 3, 5604, 5495, 2992, 6629, 6368, 723, 3796, 3, 5508, 5954, 6299, 2116, 5495, 3159, 6826, 3, 5]","[2, 5793, 3063, 3, 6977, 1525, 3067, 2970, 6001, 2531, 5545, 3, 7213, 729, 7208, 3, 5]","[2, 1852, 3494, 3321, 5664, 3055, 3210, 3080, 3, 5]","[2, 5539, 536, 7497, 3062, 4684, 3, 581, 6138, 6909, 2769, 3226, 6397, 3, 5]",그건 나인거같곶 [SEP] 너 혹시 장고 할줄 아냐 [SEP] 
"[2, 6121, 1169, 5879, 3, 150, 6131, 7303, 3, 5604, 5495, 2992, 6629, 6368, 723, 3796, 3, 5508, 5954, 6299, 2116, 5495, 3159, 6826, 3, 5]","[2, 5793, 3063, 3, 6977, 1525, 3067, 2970, 6001, 2531, 5545, 3, 7213, 729, 7208, 3, 5]","[2, 1852, 3494, 3321, 5664, 3055, 3210, 3080, 3, 5]","[2, 5539, 536, 7497, 3062, 4684, 3, 581, 6138, 6909, 2769, 3226, 6397, 3, 5]","[2, 146, 3892, 6304, 3568, 3438, 3, 5794, 2353, 3080, 5930, 3, 5]",django [SEP] 집에 책은 있음 [SEP] 
"[2, 5793, 3063, 3, 6977, 1525, 3067, 2970, 6001, 2531, 5545, 3, 7213, 729, 7208, 3, 5]","[2, 1852, 3494, 3321, 5664, 3055, 3210, 3080, 3, 5]","[2, 5539, 536, 7497, 3062, 4684, 3, 581, 6138, 6909, 2769, 3226, 6397, 3, 5]","[2, 146, 3892, 6304, 3568, 3438, 3, 5794, 2353, 3080, 5930, 3, 5]","[2, 7505, 7623, 3, 5]",일단은 알았어 [SEP] 
"[2, 1852, 3494, 3321, 5664, 3055, 3210, 3080, 3, 5]","[2, 5539, 536, 7497, 3062, 4684, 3, 581, 6138, 6909, 2769, 3226, 6397, 3, 5]","[2, 146, 3892, 6304, 3568, 3438, 3, 5794, 2353, 3080, 5930, 3, 5]","[2, 7505, 7623, 3, 5]","[2, 148, 3105, 6757, 3108, 3109, 7303, 1771, 3039, 3, 5]",firebase 쓰셈 [SEP] 
"[2, 5539, 536, 7497, 3062, 4684, 3, 581, 6138, 6909, 2769, 3226, 6397, 3, 5]","[2, 146, 3892, 6304, 3568, 3438, 3, 5794, 2353, 3080, 5930, 3, 5]","[2, 7505, 7623, 3, 5]","[2, 148, 3105, 6757, 3108, 3109, 7303, 1771, 3039, 3, 5]","[2, 6909, 3111, 5980, 2925, 3246, 5880, 3111, 3, 5]",장고랑 파이어베이스랑 [SEP] 
"[2, 146, 3892, 6304, 3568, 3438, 3, 5794, 2353, 3080, 5930, 3, 5]","[2, 7505, 7623, 3, 5]","[2, 148, 3105, 6757, 3108, 3109, 7303, 1771, 3039, 3, 5]","[2, 6909, 3111, 5980, 2925, 3246, 5880, 3111, 3, 5]","[2, 7869, 5561, 5502, 3055, 3023, 134, 3, 5561, 5502, 134, 3, 5506, 5729, 134, 3, 558, 5729, 2999, 2781, 134, 3, 5]",해커톤 언제까지인디? [SEP] 언제까지? [SEP] 내일 하루? [SEP] 낼 하루만 해? [SEP] 
"[2, 7505, 7623, 3, 5]","[2, 148, 3105, 6757, 3108, 3109, 7303, 1771, 3039, 3, 5]","[2, 6909, 3111, 5980, 2925, 3246, 5880, 3111, 3, 5]","[2, 7869, 5561, 5502, 3055, 3023, 134, 3, 5561, 5502, 134, 3, 5506, 5729, 134, 3, 558, 5729, 2999, 2781, 134, 3, 5]","[2, 5746, 3025, 3159, 5501, 3, 2064, 3175, 2967, 1921, 3, 5]",잘못말했구나 [SEP] 일욜에 옴 [SEP] 
"[2, 148, 3105, 6757, 3108, 3109, 7303, 1771, 3039, 3, 5]","[2, 6909, 3111, 5980, 2925, 3246, 5880, 3111, 3, 5]","[2, 7869, 5561, 5502, 3055, 3023, 134, 3, 5561, 5502, 134, 3, 5506, 5729, 134, 3, 558, 5729, 2999, 2781, 134, 3, 5]","[2, 5746, 3025, 3159, 5501, 3, 2064, 3175, 2967, 1921, 3, 5]","[2, 1795, 3474, 3804, 3077, 3521, 3, 5]",안타깝다잉 [SEP] 
"[2, 6909, 3111, 5980, 2925, 3246, 5880, 3111, 3, 5]","[2, 7869, 5561, 5502, 3055, 3023, 134, 3, 5561, 5502, 134, 3, 5506, 5729, 134, 3, 558, 5729, 2999, 2781, 134, 3, 5]","[2, 5746, 3025, 3159, 5501, 3, 2064, 3175, 2967, 1921, 3, 5]","[2, 1795, 3474, 3804, 3077, 3521, 3, 5]","[2, 5834, 123, 123, 123, 3, 5]",ㅇㅇ... [SEP] 
"[2, 7869, 5561, 5502, 3055, 3023, 134, 3, 5561, 5502, 134, 3, 5506, 5729, 134, 3, 558, 5729, 2999, 2781, 134, 3, 5]","[2, 5746, 3025, 3159, 5501, 3, 2064, 3175, 2967, 1921, 3, 5]","[2, 1795, 3474, 3804, 3077, 3521, 3, 5]","[2, 5834, 123, 123, 123, 3, 5]","[2, 7015, 6476, 3134, 134, 3, 5]",지금도 하는중임? [SEP] 
"[2, 5746, 3025, 3159, 5501, 3, 2064, 3175, 2967, 1921, 3, 5]","[2, 1795, 3474, 3804, 3077, 3521, 3, 5]","[2, 5834, 123, 123, 123, 3, 5]","[2, 7015, 6476, 3134, 134, 3, 5]","[2, 5522, 5559, 7754, 3, 1268, 234, 3128, 7915, 3, 6460, 3581, 3, 5]",존나 시간없는데 [SEP] 뭔 강연한대 [SEP] ㅋㅋㅋ그랴 [SEP] 
"[2, 1795, 3474, 3804, 3077, 3521, 3, 5]","[2, 5834, 123, 123, 123, 3, 5]","[2, 7015, 6476, 3134, 134, 3, 5]","[2, 5522, 5559, 7754, 3, 1268, 234, 3128, 7915, 3, 6460, 3581, 3, 5]","[2, 6099, 5798, 2042, 3406, 2965, 7434, 3063, 3, 5]",고기라는 음식을 먹고싶음 [SEP] 
"[2, 5834, 123, 123, 123, 3, 5]","[2, 7015, 6476, 3134, 134, 3, 5]","[2, 5522, 5559, 7754, 3, 1268, 234, 3128, 7915, 3, 6460, 3581, 3, 5]","[2, 6099, 5798, 2042, 3406, 2965, 7434, 3063, 3, 5]","[2, 6, 2059, 3244, 970, 2966, 5517, 3, 5]",익현이를 뜯으세요 [SEP] 
"[2, 7015, 6476, 3134, 134, 3, 5]","[2, 5522, 5559, 7754, 3, 1268, 234, 3128, 7915, 3, 6460, 3581, 3, 5]","[2, 6099, 5798, 2042, 3406, 2965, 7434, 3063, 3, 5]","[2, 6, 2059, 3244, 970, 2966, 5517, 3, 5]","[2, 5570, 7243, 2936, 3, 555, 2453, 2985, 7543, 3, 6939, 5732, 3, 1525, 7009, 3, 6939, 5732, 3, 539, 707, 2453, 2985, 7543, 6412, 3023, 3, 5902, 6178, 3, 5]",아이 재밋어라 [SEP] 내 카드번호 [SEP] 생각이 안나 [SEP] 사야되는데 [SEP] 생각이 안나 [SEP] 난 니 카드번호 아는디 [SEP] 모르겠군요 [SEP] 
"[2, 5522, 5559, 7754, 3, 1268, 234, 3128, 7915, 3, 6460, 3581, 3, 5]","[2, 6099, 5798, 2042, 3406, 2965, 7434, 3063, 3, 5]","[2, 6, 2059, 3244, 970, 2966, 5517, 3, 5]","[2, 5570, 7243, 2936, 3, 555, 2453, 2985, 7543, 3, 6939, 5732, 3, 1525, 7009, 3, 6939, 5732, 3, 539, 707, 2453, 2985, 7543, 6412, 3023, 3, 5902, 6178, 3, 5]","[2, 1792, 6, 1792, 3, 6346, 7903, 3082, 3, 5]", 아 명준아 [SEP] 생일 축하해 [SEP] 
"[2, 6099, 5798, 2042, 3406, 2965, 7434, 3063, 3, 5]","[2, 6, 2059, 3244, 970, 2966, 5517, 3, 5]","[2, 5570, 7243, 2936, 3, 555, 2453, 2985, 7543, 3, 6939, 5732, 3, 1525, 7009, 3, 6939, 5732, 3, 539, 707, 2453, 2985, 7543, 6412, 3023, 3, 5902, 6178, 3, 5]","[2, 1792, 6, 1792, 3, 6346, 7903, 3082, 3, 5]","[2, 5562, 5799, 2955, 2956, 2944, 3, 5604, 2847, 2992, 3128, 2970, 6814, 2963, 5888, 134, 3, 6322, 5479, 7789, 3, 5]",너가 안보냈잔항 [SEP] 저거 홍하연이 보낸거 아님? [SEP] 고맙다고 하셈 [SEP] 
"[2, 6, 2059, 3244, 970, 2966, 5517, 3, 5]","[2, 5570, 7243, 2936, 3, 555, 2453, 2985, 7543, 3, 6939, 5732, 3, 1525, 7009, 3, 6939, 5732, 3, 539, 707, 2453, 2985, 7543, 6412, 3023, 3, 5902, 6178, 3, 5]","[2, 1792, 6, 1792, 3, 6346, 7903, 3082, 3, 5]","[2, 5562, 5799, 2955, 2956, 2944, 3, 5604, 2847, 2992, 3128, 2970, 6814, 2963, 5888, 134, 3, 6322, 5479, 7789, 3, 5]","[2, 5869, 6292, 2043, 3469, 5545, 3, 5]",발표하다가 읍됐잖아 [SEP] 
"[2, 5570, 7243, 2936, 3, 555, 2453, 2985, 7543, 3, 6939, 5732, 3, 1525, 7009, 3, 6939, 5732, 3, 539, 707, 2453, 2985, 7543, 6412, 3023, 3, 5902, 6178, 3, 5]","[2, 1792, 6, 1792, 3, 6346, 7903, 3082, 3, 5]","[2, 5562, 5799, 2955, 2956, 2944, 3, 5604, 2847, 2992, 3128, 2970, 6814, 2963, 5888, 134, 3, 6322, 5479, 7789, 3, 5]","[2, 5869, 6292, 2043, 3469, 5545, 3, 5]","[2, 1852, 3172, 3469, 5449, 134, 3, 5]",어캐됐는데? [SEP] 
"[2, 1792, 6, 1792, 3, 6346, 7903, 3082, 3, 5]","[2, 5562, 5799, 2955, 2956, 2944, 3, 5604, 2847, 2992, 3128, 2970, 6814, 2963, 5888, 134, 3, 6322, 5479, 7789, 3, 5]","[2, 5869, 6292, 2043, 3469, 5545, 3, 5]","[2, 1852, 3172, 3469, 5449, 134, 3, 5]","[2, 241, 3195, 3945, 6632, 3, 5585, 3063, 5448, 3, 5]",개쪽팔렸어 [SEP] 괜찮음ㅋㅋㅋㅋㅋ [SEP] 
"[2, 5562, 5799, 2955, 2956, 2944, 3, 5604, 2847, 2992, 3128, 2970, 6814, 2963, 5888, 134, 3, 6322, 5479, 7789, 3, 5]","[2, 5869, 6292, 2043, 3469, 5545, 3, 5]","[2, 1852, 3172, 3469, 5449, 134, 3, 5]","[2, 241, 3195, 3945, 6632, 3, 5585, 3063, 5448, 3, 5]","[2, 241, 3000, 3067, 3030, 3023, 3, 5]",개미안한디 [SEP] 
"[2, 5869, 6292, 2043, 3469, 5545, 3, 5]","[2, 1852, 3172, 3469, 5449, 134, 3, 5]","[2, 241, 3195, 3945, 6632, 3, 5585, 3063, 5448, 3, 5]","[2, 241, 3000, 3067, 3030, 3023, 3, 5]","[2, 5593, 5869, 3024, 5521, 6013, 3, 5]",사실 발표랄것도 없음 [SEP] 
"[2, 1852, 3172, 3469, 5449, 134, 3, 5]","[2, 241, 3195, 3945, 6632, 3, 5585, 3063, 5448, 3, 5]","[2, 241, 3000, 3067, 3030, 3023, 3, 5]","[2, 5593, 5869, 3024, 5521, 6013, 3, 5]","[2, 5536, 1621, 5930, 3, 388, 2071, 5545, 3, 388, 6773, 3180, 3, 7138, 5863, 325, 3, 323, 5461, 1531, 3, 6, 6526, 5548, 1907, 3768, 2938, 3, 5588, 2946, 2774, 6083, 3, 5459, 6049, 3076, 3063, 3, 7187, 6282, 3352, 3, 5]",그럴 수 있음 [SEP] 그 있잖아 [SEP] 그 학생회 [SEP] 놀러가는 곳 [SEP] 곰으로 삼 [SEP] 희정이가 그게 예쁘데 [SEP] 공부나 합시다 [SEP] 나도 자고싶음 [SEP] 자격증 떨어짐 [SEP] 
"[2, 241, 3195, 3945, 6632, 3, 5585, 3063, 5448, 3, 5]","[2, 241, 3000, 3067, 3030, 3023, 3, 5]","[2, 5593, 5869, 3024, 5521, 6013, 3, 5]","[2, 5536, 1621, 5930, 3, 388, 2071, 5545, 3, 388, 6773, 3180, 3, 7138, 5863, 325, 3, 323, 5461, 1531, 3, 6, 6526, 5548, 1907, 3768, 2938, 3, 5588, 2946, 2774, 6083, 3, 5459, 6049, 3076, 3063, 3, 7187, 6282, 3352, 3, 5]","[2, 5641, 5448, 3, 6903, 5966, 3, 123, 123, 123, 123, 134, 134, 3, 5]",시발ㅋㅋㅋㅋㅋㅋ [SEP] 수고해ㅋㅋㅋ [SEP] ....?? [SEP] 
"[2, 241, 3000, 3067, 3030, 3023, 3, 5]","[2, 5593, 5869, 3024, 5521, 6013, 3, 5]","[2, 5536, 1621, 5930, 3, 388, 2071, 5545, 3, 388, 6773, 3180, 3, 7138, 5863, 325, 3, 323, 5461, 1531, 3, 6, 6526, 5548, 1907, 3768, 2938, 3, 5588, 2946, 2774, 6083, 3, 5459, 6049, 3076, 3063, 3, 7187, 6282, 3352, 3, 5]","[2, 5641, 5448, 3, 6903, 5966, 3, 123, 123, 123, 123, 134, 134, 3, 5]","[2, 654, 3198, 2932, 1169, 5798, 2938, 3, 2384, 654, 6516, 2071, 3160, 3, 6, 5613, 3, 2116, 5570, 2921, 1944, 2116, 7752, 2957, 3, 6, 3, 1944, 1525, 7702, 3, 1528, 2932, 1164, 3435, 3161, 2957, 3, 5]",누르지 말라는데 [SEP] 쳐 누르고 있네 [SEP] 남승우 같이 [SEP] 저 아이가 왜 저럴까요 [SEP] 차명준 [SEP] 왜 사십니까 [SEP] 살지 마십시요 [SEP] 
